仆从	炮灰	生存型法算精英I	一叶织云 Lv.3	获胜奖励	0 	积分	1864	
仆从	炮灰	生存型法算精英I	借蛊蚀心 Lv.2	获胜奖励	0 	积分	1865	
仆从	炮灰	生存型法算精英I	借蛊蚀心 Lv.3	获胜奖励	0 	积分	1866	
潼关守卫	殷商兵士	防御型防枪精英II	后发制人 Lv.1	获胜奖励	0 	积分	1868	
潼关守卫	殷商兵士	防御型防枪精英II	后发制人 Lv.2	获胜奖励	0 	积分	1869	
潼关守卫	殷商兵士	防御型防枪精英II	后发制人 Lv.3	获胜奖励	0 	积分	1870	
潼关守卫	殷商兵士	防御型防枪精英II	碧海连云 Lv.2	获胜奖励	0 	积分	1871	
潼关守卫	殷商兵士	防御型防枪精英II	碧海连云 Lv.3	获胜奖励	0 	积分	1872	
朝歌守卫	殷商兵士	反弹型防枪精英III	鹰击长空 Lv.2	获胜奖励	0 	积分	1874	
朝歌守卫	殷商兵士	反弹型防枪精英III	鹰击长空 Lv.3	获胜奖励	0 	积分	1875	
朝歌守卫	殷商兵士	反弹型防枪精英III	不动惊波 Lv.2	获胜奖励	0 	积分	1876	
朝歌守卫	殷商兵士	反弹型防枪精英III	不动惊波 Lv.3	获胜奖励	0 	积分	1877	
朝歌守卫	殷商兵士	反弹型防枪精英III	不动惊波 Lv.2	获胜奖励	0 	积分	1878	
朝歌枪卫	殷商兵士	根骨型破枪精英IV	飞鸿踏雪 Lv.2	获胜奖励	0 	积分	1880	
朝歌枪卫	殷商兵士	根骨型破枪精英IV	飞鸿踏雪 Lv.2	获胜奖励	0 	积分	1881	
朝歌枪卫	殷商兵士	根骨型破枪精英IV	飞鸿踏雪 Lv.3	获胜奖励	0 	积分	1882	
朝歌枪卫	殷商兵士	根骨型破枪精英IV	力断兜鍪 Lv.2	获胜奖励	0 	积分	1883	
朝歌枪卫	殷商兵士	根骨型破枪精英IV	力断兜鍪 Lv.3	获胜奖励	0 	积分	1884	
朝歌禁卫	殷商兵士	臂力型破枪精英V	狂龙出海 Lv.2	获胜奖励	0 	积分	1886	
朝歌禁卫	殷商兵士	臂力型破枪精英V	狂龙出海 Lv.2	获胜奖励	0 	积分	1887	
朝歌禁卫	殷商兵士	臂力型破枪精英V	狂龙出海 Lv.3	获胜奖励	0 	积分	1888	
朝歌禁卫	殷商兵士	臂力型破枪精英V	震啸山河 Lv.2	获胜奖励	0 	积分	1889	
朝歌禁卫	殷商兵士	臂力型破枪精英V	震啸山河 Lv.3	获胜奖励	0 	积分	1890	
莲花童子	阐教道童	身法型气剑大师I	剑转红阳 Lv.2	获胜奖励	0 	积分	1892	
莲花童子	阐教道童	身法型气剑大师I	剑转红阳 Lv.3	获胜奖励	0 	积分	1893	
莲花童子	阐教道童	身法型气剑大师I	冷寒莲枝 Lv.2	获胜奖励	0 	积分	1894	
莲花童子	阐教道童	身法型气剑大师I	冷寒莲枝 Lv.3	获胜奖励	0 	积分	1895	
